session_id,user_id,page_views,session_duration,bounce_rate,device_type,browser,os,traffic_source,landing_page,conversion,timestamp,country
SES-00000094,USER-04294,23,26,0.693,Mobile,Firefox,Linux,Paid,/about,False,2025-12-20 19:29:17.978180,France
SES-00000095,USER-01178,34,1026,0.66,Desktop,Safari,Linux,Referral,/about,False,2025-12-28 18:29:17.978185,India
SES-00000096,USER-01486,47,3081,0.005,Mobile,Firefox,iOS,Social,/contact,False,2026-01-01 02:29:17.978190,Japan
SES-00000097,USER-00431,48,2564,0.148,Mobile,Firefox,Android,Social,/home,True,2025-12-28 01:29:17.978195,Japan
SES-00000098,USER-03317,37,3529,0.602,Desktop,Firefox,iOS,Referral,/blog,False,2025-12-18 16:29:17.978200,Japan
SES-00000099,USER-01696,19,3273,0.211,Desktop,Safari,Linux,Referral,/blog,False,2025-12-27 17:29:17.978205,UK
SES-00000100,USER-00514,14,3190,0.653,Mobile,Safari,Windows,Paid,/blog,False,2025-12-23 16:29:17.978210,Canada
SES-00000101,USER-04724,32,3046,0.603,Desktop,Edge,Android,Social,/blog,False,2025-12-16 00:29:17.978215,Japan
SES-00000102,USER-04782,18,2064,0.884,Mobile,Firefox,Windows,Social,/products,False,2025-12-24 17:29:17.978220,UK
SES-00000103,USER-04295,42,1194,0.355,Tablet,Safari,MacOS,Organic,/contact,False,2025-12-23 13:29:17.978225,Japan
SES-00000104,USER-03550,2,1267,0.669,Desktop,Safari,MacOS,Paid,/about,False,2025-12-24 15:29:17.978230,USA
SES-00000105,USER-03144,27,2613,0.434,Desktop,Safari,Android,Paid,/contact,False,2025-12-24 22:29:17.978235,France
SES-00000106,USER-03926,8,514,0.879,Desktop,Firefox,iOS,Organic,/about,False,2026-01-06 21:29:17.978240,Canada
SES-00000107,USER-04594,15,1494,0.449,Desktop,Firefox,Android,Referral,/about,True,2025-12-19 21:29:17.978245,USA
SES-00000108,USER-04423,29,1002,0.741,Tablet,Safari,MacOS,Direct,/about,True,2025-12-20 08:29:17.978250,Japan
SES-00000109,USER-00837,30,2315,0.344,Tablet,Edge,iOS,Social,/contact,False,2025-12-28 23:29:17.978255,UK
SES-00000110,USER-00519,41,2278,0.841,Mobile,Firefox,Linux,Direct,/products,False,2026-01-12 04:29:17.978261,India
SES-00000111,USER-01813,33,3277,0.841,Desktop,Firefox,MacOS,Paid,/home,False,2025-12-19 11:29:17.978267,Germany
SES-00000112,USER-00756,7,1285,0.094,Desktop,Edge,MacOS,Organic,/home,False,2025-12-25 14:29:17.978272,Germany
SES-00000113,USER-04415,23,3561,0.206,Mobile,Firefox,Android,Paid,/products,True,2026-01-05 11:29:17.978277,Canada
SES-00000114,USER-01189,33,2948,0.542,Desktop,Firefox,iOS,Paid,/about,False,2025-12-23 23:29:17.978282,France
SES-00000115,USER-02274,26,426,0.644,Desktop,Chrome,iOS,Referral,/contact,True,2025-12-21 23:29:17.978287,UK
SES-00000116,USER-04646,10,1308,0.532,Desktop,Chrome,Windows,Referral,/blog,False,2026-01-05 05:29:17.978291,India
SES-00000117,USER-03901,30,1723,0.034,Desktop,Firefox,Linux,Referral,/products,False,2025-12-19 05:29:17.978296,India
SES-00000118,USER-03569,31,549,0.076,Desktop,Firefox,MacOS,Direct,/contact,False,2026-01-11 16:29:17.978301,India
SES-00000119,USER-03462,41,2850,0.61,Tablet,Safari,MacOS,Referral,/products,False,2026-01-03 12:29:17.978306,UK
SES-00000120,USER-04606,22,1823,0.452,Mobile,Chrome,MacOS,Paid,/home,False,2026-01-10 12:29:17.978311,France
SES-00000121,USER-04781,39,1713,0.398,Mobile,Edge,Linux,Paid,/contact,False,2025-12-20 13:29:17.978316,Canada
SES-00000122,USER-04112,23,3175,0.14,Mobile,Firefox,Linux,Direct,/blog,True,2026-01-07 21:29:17.978321,Canada
SES-00000123,USER-02697,26,167,0.049,Mobile,Firefox,Linux,Referral,/blog,False,2025-12-27 12:29:17.978326,India
SES-00000124,USER-02787,13,2436,0.076,Desktop,Edge,Linux,Organic,/contact,False,2025-12-29 13:29:17.978331,Japan
SES-00000125,USER-01558,25,1027,0.231,Mobile,Firefox,Android,Direct,/products,False,2025-12-20 05:29:17.978337,UK
SES-00000126,USER-04230,20,2563,0.259,Mobile,Safari,Windows,Organic,/home,False,2026-01-10 22:29:17.978341,Germany
SES-00000127,USER-04482,14,1393,0.182,Tablet,Safari,Android,Organic,/blog,False,2025-12-21 08:29:17.978346,France
SES-00000128,USER-02655,49,1391,0.225,Mobile,Chrome,MacOS,Organic,/about,False,2025-12-18 19:29:17.978351,France
SES-00000129,USER-02714,7,381,0.557,Mobile,Safari,Windows,Referral,/contact,False,2025-12-31 21:29:17.978356,Canada
SES-00000130,USER-00792,1,2743,0.511,Mobile,Safari,MacOS,Paid,/contact,False,2025-12-26 00:29:17.978362,UK
SES-00000131,USER-01509,4,1953,0.6,Desktop,Chrome,Windows,Paid,/contact,True,2026-01-06 01:29:17.978367,India
SES-00000132,USER-00939,26,2661,0.978,Desktop,Firefox,Android,Referral,/blog,False,2026-01-08 21:29:17.978372,USA
SES-00000133,USER-03586,44,3581,0.471,Desktop,Edge,iOS,Paid,/home,False,2026-01-06 01:29:17.978377,Germany
SES-00000134,USER-00597,30,1333,0.788,Desktop,Edge,Windows,Social,/products,False,2026-01-06 02:29:17.978382,UK
SES-00000135,USER-04868,35,208,0.32,Desktop,Edge,MacOS,Paid,/about,False,2025-12-30 13:29:17.978387,UK
SES-00000136,USER-03338,31,506,0.858,Desktop,Edge,iOS,Social,/home,False,2026-01-05 07:29:17.978391,Japan
SES-00000137,USER-00748,18,1384,0.939,Mobile,Firefox,Linux,Direct,/blog,False,2025-12-24 04:29:17.978396,Germany
SES-00000138,USER-01955,20,1668,0.231,Mobile,Chrome,Windows,Organic,/blog,False,2025-12-27 22:29:17.978402,India
SES-00000139,USER-03423,30,1377,0.875,Desktop,Safari,Android,Organic,/contact,False,2026-01-10 01:29:17.978406,France
SES-00000140,USER-00245,27,334,0.813,Mobile,Firefox,iOS,Referral,/about,False,2025-12-29 00:29:17.978411,Canada
SES-00000141,USER-03167,23,2919,0.283,Desktop,Firefox,Windows,Organic,/about,False,2026-01-13 16:29:17.978416,UK
SES-00000142,USER-02647,21,524,0.743,Desktop,Safari,iOS,Social,/products,False,2026-01-11 16:29:17.978421,USA
SES-00000143,USER-02562,11,832,0.596,Desktop,Edge,Linux,Paid,/contact,False,2026-01-03 21:29:17.978426,Japan
SES-00000144,USER-00114,36,2802,0.509,Mobile,Edge,Linux,Referral,/about,False,2026-01-11 10:29:17.978431,Canada
SES-00000145,USER-02501,1,1537,0.537,Mobile,Firefox,Android,Paid,/products,False,2026-01-04 04:29:17.978436,France
SES-00000146,USER-01366,44,1914,0.746,Desktop,Firefox,Linux,Social,/products,True,2025-12-31 21:29:17.978441,France
SES-00000147,USER-01925,1,262,0.362,Desktop,Chrome,Linux,Social,/home,False,2025-12-26 05:29:17.978446,France
SES-00000148,USER-04631,1,2874,0.518,Desktop,Chrome,Android,Referral,/contact,False,2025-12-25 10:29:17.978451,Japan
SES-00000149,USER-03216,15,379,0.454,Desktop,Chrome,iOS,Direct,/about,False,2026-01-10 08:29:17.978456,India
SES-00000150,USER-02363,46,275,0.772,Desktop,Firefox,iOS,Referral,/contact,False,2025-12-15 00:29:17.978462,India
SES-00000151,USER-02838,32,3083,0.708,Mobile,Chrome,Windows,Direct,/products,False,2025-12-30 02:29:17.978467,France
SES-00000152,USER-00849,43,3350,0.439,Desktop,Safari,Windows,Referral,/blog,False,2026-01-01 16:29:17.978472,India
SES-00000153,USER-04175,42,3267,0.502,Desktop,Safari,Windows,Social,/contact,True,2025-12-23 05:29:17.978477,USA
SES-00000154,USER-02932,6,1030,0.817,Mobile,Chrome,Android,Direct,/about,False,2026-01-10 07:29:17.978482,France
SES-00000155,USER-00912,17,255,0.545,Mobile,Chrome,iOS,Social,/about,False,2026-01-01 16:29:17.978487,France
SES-00000156,USER-00096,20,3085,0.583,Mobile,Chrome,Linux,Paid,/contact,False,2026-01-04 09:29:17.978492,Germany
SES-00000157,USER-00847,9,3410,0.953,Mobile,Chrome,Android,Direct,/about,False,2025-12-28 07:29:17.978496,India
SES-00000158,USER-02281,32,1811,0.149,Desktop,Firefox,MacOS,Direct,/contact,True,2026-01-04 15:29:17.978501,Japan
SES-00000159,USER-03012,26,84,0.535,Mobile,Edge,Windows,Social,/blog,False,2026-01-08 11:29:17.978506,UK
SES-00000160,USER-02774,26,3548,0.38,Desktop,Chrome,iOS,Paid,/contact,False,2026-01-05 00:29:17.978511,Canada
SES-00000161,USER-04313,13,1027,0.147,Tablet,Chrome,Android,Paid,/blog,True,2025-12-16 06:29:17.978516,Japan
SES-00000162,USER-00279,2,3532,0.602,Desktop,Edge,Linux,Referral,/home,False,2026-01-10 07:29:17.978521,France
SES-00000163,USER-04950,39,2156,0.032,Mobile,Safari,iOS,Direct,/products,False,2025-12-21 00:29:17.978526,USA
SES-00000164,USER-04549,45,259,0.667,Desktop,Safari,iOS,Organic,/home,False,2025-12-21 19:29:17.978531,Germany
SES-00000165,USER-00636,29,1373,0.278,Desktop,Safari,Android,Referral,/products,True,2026-01-11 13:29:17.978536,France
SES-00000166,USER-03500,13,2095,0.165,Mobile,Firefox,Linux,Organic,/about,False,2025-12-17 08:29:17.978541,Canada
SES-00000167,USER-04420,33,427,0.625,Desktop,Edge,MacOS,Direct,/products,False,2025-12-30 06:29:17.978545,France
SES-00000168,USER-03011,26,1465,0.322,Desktop,Firefox,Linux,Referral,/products,False,2025-12-16 07:29:17.978550,France
SES-00000169,USER-01584,5,1752,0.392,Mobile,Edge,Android,Referral,/about,False,2025-12-22 00:29:17.978560,Canada
SES-00000170,USER-02793,5,285,0.715,Desktop,Safari,MacOS,Paid,/home,False,2026-01-13 21:29:17.978566,India
SES-00000171,USER-00245,11,265,0.114,Desktop,Firefox,Linux,Social,/contact,False,2025-12-15 01:29:17.978571,USA
SES-00000172,USER-00088,11,515,0.582,Mobile,Edge,Linux,Social,/contact,False,2025-12-21 05:29:17.978576,Germany
SES-00000173,USER-02542,46,2102,0.965,Desktop,Firefox,Android,Direct,/contact,True,2025-12-24 10:29:17.978581,USA
SES-00000174,USER-04336,37,2083,0.041,Mobile,Firefox,Windows,Organic,/home,False,2026-01-02 23:29:17.978587,France
SES-00000175,USER-04178,5,3141,0.223,Desktop,Safari,Android,Paid,/about,True,2025-12-29 01:29:17.978592,Japan
SES-00000176,USER-00605,20,3318,0.8,Desktop,Safari,Windows,Referral,/products,False,2026-01-11 17:29:17.978597,UK
SES-00000177,USER-02979,7,403,0.856,Desktop,Firefox,Windows,Social,/about,False,2025-12-23 19:29:17.978602,Germany
SES-00000178,USER-00738,24,3572,0.428,Desktop,Chrome,Linux,Social,/contact,False,2025-12-30 12:29:17.978607,USA
SES-00000179,USER-00223,29,3574,0.167,Desktop,Chrome,Windows,Social,/home,True,2025-12-16 02:29:17.978612,USA
SES-00000180,USER-01057,18,921,0.474,Mobile,Firefox,Android,Direct,/contact,False,2026-01-03 22:29:17.978617,Japan
SES-00000181,USER-00674,20,578,0.63,Tablet,Chrome,iOS,Organic,/about,False,2026-01-03 01:29:17.978621,UK
SES-00000182,USER-03008,28,1535,0.246,Desktop,Firefox,Linux,Referral,/home,False,2026-01-13 10:29:17.978626,Germany
SES-00000183,USER-01962,38,1130,0.08,Desktop,Safari,MacOS,Referral,/about,False,2026-01-13 13:29:17.978631,Japan
SES-00000184,USER-03286,10,1478,0.233,Desktop,Edge,iOS,Direct,/products,False,2025-12-17 20:29:17.978636,Japan
SES-00000185,USER-00172,45,3333,0.413,Tablet,Firefox,MacOS,Organic,/home,False,2026-01-01 13:29:17.978641,Japan
SES-00000186,USER-03129,35,3497,0.407,Desktop,Chrome,iOS,Social,/products,False,2026-01-04 11:29:17.978646,Germany
SES-00000187,USER-03944,26,3251,0.549,Desktop,Edge,Linux,Referral,/contact,False,2026-01-09 19:29:17.978651,Canada
SES-00000188,USER-04365,35,3251,0.412,Mobile,Safari,iOS,Organic,/home,False,2025-12-29 06:29:17.978656,Canada
SES-00000189,USER-04929,5,1847,0.389,Desktop,Safari,MacOS,Organic,/products,False,2025-12-20 10:29:17.978661,India
SES-00000190,USER-00219,17,1061,0.625,Desktop,Safari,iOS,Paid,/about,False,2025-12-16 02:29:17.978666,France
SES-00000191,USER-01706,34,508,0.361,Mobile,Firefox,Android,Direct,/contact,False,2026-01-01 19:29:17.978671,India
SES-00000192,USER-01737,6,973,0.199,Mobile,Firefox,Android,Referral,/products,False,2025-12-18 13:29:17.978675,USA
SES-00000193,USER-01997,6,2604,0.947,Mobile,Firefox,Linux,Social,/products,False,2025-12-25 22:29:17.978680,USA
SES-00000194,USER-04372,37,2333,0.661,Tablet,Firefox,Linux,Organic,/contact,False,2026-01-10 04:29:17.978685,Germany
SES-00000195,USER-00645,9,3554,0.165,Desktop,Chrome,MacOS,Paid,/blog,False,2025-12-25 01:29:17.978690,Germany
SES-00000196,USER-01314,1,283,0.695,Mobile,Firefox,Windows,Social,/blog,False,2025-12-18 18:29:17.978695,France
SES-00000197,USER-03724,21,1026,0.073,Desktop,Firefox,Android,Referral,/contact,False,2026-01-02 11:29:17.978700,France
SES-00000198,USER-04632,21,100,0.343,Desktop,Edge,MacOS,Direct,/contact,False,2026-01-02 00:29:17.978705,Canada
SES-00000199,USER-01258,6,3595,0.06,Mobile,Firefox,iOS,Organic,/contact,False,2026-01-12 03:29:17.978710,USA
SES-00000200,USER-02658,8,920,0.909,Tablet,Safari,MacOS,Referral,/contact,False,2025-12-15 06:29:17.978714,Japan
SES-00000201,USER-02371,25,2749,0.139,Mobile,Edge,Android,Social,/blog,False,2025-12-24 02:29:17.978719,USA
SES-00000202,USER-02694,13,1934,0.459,Mobile,Firefox,Windows,Organic,/blog,False,2025-12-21 21:29:17.978725,Germany
SES-00000203,USER-01150,10,2109,0.807,Desktop,Firefox,Linux,Direct,/home,True,2026-01-12 01:29:17.978729,India
SES-00000204,USER-00965,45,3377,0.512,Tablet,Firefox,Android,Referral,/about,False,2025-12-26 21:29:17.978734,Germany
SES-00000205,USER-03794,27,3095,0.95,Mobile,Safari,Android,Paid,/products,False,2026-01-05 18:29:17.978739,Japan
SES-00000206,USER-04594,18,2792,0.455,Tablet,Firefox,Windows,Direct,/blog,False,2025-12-21 01:29:17.978743,Canada
SES-00000207,USER-01197,24,1240,0.039,Tablet,Safari,Windows,Paid,/products,False,2026-01-11 22:29:17.978748,India
SES-00000208,USER-01900,18,234,0.127,Mobile,Firefox,MacOS,Direct,/blog,False,2025-12-26 12:29:17.978770,India
SES-00000209,USER-04615,48,1512,0.886,Mobile,Edge,MacOS,Social,/contact,False,2026-01-13 21:29:17.978781,Canada
SES-00000210,USER-04688,48,506,0.586,Desktop,Safari,Android,Referral,/about,False,2025-12-15 00:29:17.978786,Canada
SES-00000211,USER-01020,38,1248,0.062,Tablet,Firefox,MacOS,Direct,/products,False,2025-12-26 06:29:17.978791,India
SES-00000212,USER-00343,36,2488,0.795,Desktop,Safari,Linux,Direct,/about,False,2026-01-07 13:29:17.978795,Germany
SES-00000213,USER-01379,39,2323,0.9,Desktop,Safari,Linux,Direct,/blog,False,2025-12-18 15:29:17.978800,Japan
SES-00000214,USER-03576,2,2298,0.524,Mobile,Edge,iOS,Referral,/contact,False,2026-01-03 14:29:17.978805,Canada
SES-00000215,USER-02660,16,1215,0.188,Mobile,Safari,iOS,Social,/contact,False,2025-12-18 21:29:17.978810,Canada
SES-00000216,USER-03845,1,2431,0.66,Desktop,Chrome,MacOS,Organic,/home,False,2025-12-20 03:29:17.978814,Japan
SES-00000217,USER-00009,13,3108,0.337,Mobile,Edge,Android,Organic,/home,False,2025-12-29 15:29:17.978819,Japan
SES-00000218,USER-02152,42,3476,0.201,Desktop,Chrome,Android,Social,/home,False,2025-12-17 12:29:17.978824,Japan
