transaction_id,account_id,transaction_type,amount,currency,merchant_category,transaction_date,is_international,fraud_score,status
TXN-00000024,ACC-40387,Payment,19460.66,JPY,Retail,2026-01-11 21:29:17.732853,False,0.385,Completed
TXN-00000025,ACC-64951,Payment,31438.55,USD,Entertainment,2025-12-11 21:29:17.732857,False,0.389,Completed
TXN-00000026,ACC-73270,Deposit,2599.19,USD,Restaurant,2025-10-13 21:29:17.732862,True,0.427,Completed
TXN-00000027,ACC-83812,Deposit,216.39,EUR,Travel,2026-01-10 21:29:17.732866,False,0.418,Completed
TXN-00000028,ACC-33836,Payment,11272.88,GBP,Entertainment,2025-10-26 21:29:17.732871,False,0.352,Pending
TXN-00000029,ACC-79672,Deposit,1943.21,EUR,Utilities,2025-12-06 21:29:17.732875,False,0.562,Completed
TXN-00000030,ACC-37674,Withdrawal,21192.28,USD,Online,2025-08-06 21:29:17.732879,False,0.8,Completed
TXN-00000031,ACC-30197,Deposit,22335.41,EUR,Travel,2025-11-29 21:29:17.732883,False,0.588,Completed
TXN-00000032,ACC-84956,Transfer,47744.65,USD,Restaurant,2025-08-17 21:29:17.732887,False,0.249,Pending
TXN-00000033,ACC-11084,Payment,8672.1,GBP,Healthcare,2025-12-21 21:29:17.732891,True,0.703,Completed
TXN-00000034,ACC-45415,Transfer,22640.63,USD,Retail,2025-11-28 21:29:17.732896,False,0.515,Completed
TXN-00000035,ACC-21281,Payment,15398.85,EUR,Travel,2025-10-27 21:29:17.732900,False,0.62,Completed
TXN-00000036,ACC-98139,Deposit,3002.37,GBP,Healthcare,2025-10-17 21:29:17.732905,False,0.707,Failed
TXN-00000037,ACC-47952,Payment,5347.87,EUR,Retail,2026-01-06 21:29:17.732909,False,0.463,Completed
TXN-00000038,ACC-78197,Deposit,43869.88,EUR,Retail,2025-10-26 21:29:17.732913,False,0.4,Completed
TXN-00000039,ACC-67244,Withdrawal,19879.06,USD,Entertainment,2025-11-14 21:29:17.732917,False,0.867,Completed
TXN-00000040,ACC-33629,Payment,38283.41,EUR,Restaurant,2025-07-19 21:29:17.732921,False,0.861,Completed
TXN-00000041,ACC-34483,Transfer,22441.55,GBP,Restaurant,2025-10-25 21:29:17.732926,True,0.71,Completed
TXN-00000042,ACC-51194,Deposit,45650.98,GBP,Utilities,2025-12-06 21:29:17.732930,False,0.332,Completed
TXN-00000043,ACC-58911,Payment,35111.45,EUR,Travel,2025-08-04 21:29:17.732934,False,0.722,Failed
TXN-00000044,ACC-10165,Withdrawal,17059.7,JPY,Travel,2025-09-24 21:29:17.732939,False,0.433,Completed
TXN-00000045,ACC-39515,Payment,43138.54,USD,Retail,2025-11-10 21:29:17.732943,False,0.696,Completed
TXN-00000046,ACC-77722,Deposit,4357.91,EUR,Healthcare,2025-09-22 21:29:17.732947,True,0.21,Completed
TXN-00000047,ACC-67940,Withdrawal,3811.47,USD,Healthcare,2025-12-23 21:29:17.732951,False,0.006,Completed
TXN-00000048,ACC-15138,Withdrawal,27746.76,GBP,Restaurant,2025-08-11 21:29:17.732955,False,0.124,Completed
TXN-00000049,ACC-92594,Payment,36568.07,GBP,Online,2025-11-28 21:29:17.732960,False,0.601,Completed
TXN-00000050,ACC-10005,Withdrawal,30051.91,GBP,Healthcare,2025-09-19 21:29:17.732964,False,0.428,Completed
TXN-00000051,ACC-28005,Transfer,33136.54,USD,Utilities,2025-12-23 21:29:17.732968,False,0.353,Completed
TXN-00000052,ACC-86662,Withdrawal,13038.47,USD,Travel,2025-11-19 21:29:17.732973,False,0.885,Completed
TXN-00000053,ACC-57191,Deposit,43897.73,USD,Travel,2026-01-12 21:29:17.732977,True,0.174,Completed
TXN-00000054,ACC-96137,Withdrawal,48587.58,JPY,Travel,2025-09-18 21:29:17.732983,False,0.869,Completed
TXN-00000055,ACC-73388,Payment,19423.37,EUR,Healthcare,2025-10-27 21:29:17.732987,False,0.497,Completed
TXN-00000056,ACC-47590,Withdrawal,20451.41,USD,Travel,2025-08-09 21:29:17.732992,False,0.975,Completed
TXN-00000057,ACC-79403,Payment,22694.03,USD,Online,2025-09-18 21:29:17.732996,False,0.311,Pending
TXN-00000058,ACC-17378,Withdrawal,10013.25,USD,Travel,2025-10-20 21:29:17.733000,False,0.819,Completed
TXN-00000059,ACC-84540,Withdrawal,7061.89,USD,Retail,2025-09-10 21:29:17.733005,False,0.517,Completed
TXN-00000060,ACC-89749,Payment,38848.36,USD,Utilities,2026-01-01 21:29:17.733010,False,0.241,Completed
TXN-00000061,ACC-34276,Withdrawal,30320.39,USD,Entertainment,2025-10-05 21:29:17.733014,False,0.859,Completed
TXN-00000062,ACC-83240,Payment,7524.1,EUR,Healthcare,2025-08-01 21:29:17.733018,False,0.558,Completed
TXN-00000063,ACC-32055,Deposit,24804.7,USD,Travel,2025-07-20 21:29:17.733023,False,0.801,Completed
TXN-00000064,ACC-39885,Payment,49802.72,USD,Retail,2025-09-10 21:29:17.733027,False,0.625,Failed
TXN-00000065,ACC-30658,Transfer,26334.2,GBP,Online,2025-11-22 21:29:17.733031,True,0.071,Completed
TXN-00000066,ACC-38139,Transfer,45612.98,USD,Healthcare,2025-08-09 21:29:17.733037,False,0.606,Completed
TXN-00000067,ACC-27238,Withdrawal,41777.33,JPY,Utilities,2025-10-25 21:29:17.733041,False,0.016,Completed
TXN-00000068,ACC-32274,Payment,5536.1,EUR,Online,2025-11-28 21:29:17.733045,False,0.742,Completed
TXN-00000069,ACC-67830,Withdrawal,20235.82,USD,Restaurant,2025-12-11 21:29:17.733050,False,0.284,Completed
TXN-00000070,ACC-68471,Withdrawal,27990.44,USD,Entertainment,2025-08-02 21:29:17.733054,True,0.451,Completed
TXN-00000071,ACC-35291,Deposit,32468.45,EUR,Retail,2025-10-10 21:29:17.733059,False,0.131,Completed
TXN-00000072,ACC-69410,Transfer,14579.19,GBP,Retail,2025-08-03 21:29:17.733063,False,0.129,Completed
TXN-00000073,ACC-35473,Transfer,394.57,EUR,Utilities,2025-09-13 21:29:17.733068,False,0.693,Completed
TXN-00000074,ACC-42148,Withdrawal,15488.78,GBP,Entertainment,2026-01-07 21:29:17.733072,False,0.085,Completed
TXN-00000075,ACC-76125,Transfer,28330.16,JPY,Entertainment,2025-10-25 21:29:17.733077,True,0.49,Completed
TXN-00000076,ACC-70818,Withdrawal,17535.41,EUR,Retail,2025-07-21 21:29:17.733081,False,0.632,Completed
TXN-00000077,ACC-11478,Transfer,19043.41,USD,Healthcare,2025-12-05 21:29:17.733085,False,0.4,Completed
TXN-00000078,ACC-32360,Withdrawal,41835.9,USD,Restaurant,2025-12-02 21:29:17.733091,False,0.51,Completed
TXN-00000079,ACC-77057,Withdrawal,20852.11,EUR,Travel,2025-08-10 21:29:17.733095,False,0.912,Completed
TXN-00000080,ACC-37492,Payment,48416.65,GBP,Entertainment,2025-11-27 21:29:17.733099,False,0.74,Completed
TXN-00000081,ACC-30102,Deposit,8209.75,USD,Healthcare,2025-08-02 21:29:17.733104,False,0.761,Pending
TXN-00000082,ACC-87206,Payment,4512.61,EUR,Online,2025-11-05 21:29:17.733108,False,0.854,Failed
TXN-00000083,ACC-90580,Deposit,10653.27,USD,Travel,2025-08-14 21:29:17.733113,False,0.383,Failed
TXN-00000084,ACC-27556,Payment,4408.51,JPY,Entertainment,2025-10-04 21:29:17.733117,False,0.21,Completed
TXN-00000085,ACC-66023,Payment,12478.26,USD,Healthcare,2025-09-21 21:29:17.733121,False,0.078,Completed
TXN-00000086,ACC-40521,Payment,27193.35,USD,Online,2025-11-22 21:29:17.733126,False,0.749,Completed
TXN-00000087,ACC-56211,Transfer,12948.18,USD,Restaurant,2025-10-05 21:29:17.733130,False,0.264,Completed
TXN-00000088,ACC-41615,Payment,40906.73,USD,Restaurant,2025-07-18 21:29:17.733134,False,0.446,Completed
TXN-00000089,ACC-29723,Payment,17944.28,EUR,Retail,2025-12-21 21:29:17.733139,False,0.239,Completed
TXN-00000090,ACC-28775,Withdrawal,20197.17,GBP,Online,2025-07-27 21:29:17.733143,False,0.59,Completed
TXN-00000091,ACC-97206,Withdrawal,4350.3,USD,Travel,2025-10-09 21:29:17.733148,False,0.213,Completed
TXN-00000092,ACC-80314,Payment,13534.53,EUR,Online,2025-10-21 21:29:17.733152,True,0.64,Pending
TXN-00000093,ACC-93840,Deposit,6032.4,USD,Travel,2025-12-10 21:29:17.733156,False,0.723,Completed
TXN-00000094,ACC-43243,Transfer,11639.13,GBP,Travel,2025-10-12 21:29:17.733161,False,0.104,Completed
TXN-00000095,ACC-94481,Payment,32931.32,EUR,Travel,2025-07-30 21:29:17.733166,False,0.907,Completed
TXN-00000096,ACC-85944,Transfer,19092.77,JPY,Entertainment,2025-12-15 21:29:17.733170,False,0.864,Completed
TXN-00000097,ACC-92348,Payment,965.99,GBP,Healthcare,2025-11-27 21:29:17.733175,True,0.96,Completed
TXN-00000098,ACC-40196,Transfer,13377.53,USD,Travel,2025-12-11 21:29:17.733179,False,0.177,Completed
TXN-00000099,ACC-86198,Payment,43575.07,GBP,Entertainment,2025-11-28 21:29:17.733183,True,0.942,Pending
TXN-00000100,ACC-57676,Transfer,18900.79,USD,Travel,2025-12-20 21:29:17.733188,False,0.993,Completed
TXN-00000101,ACC-37570,Deposit,28146.57,USD,Entertainment,2025-11-01 21:29:17.733192,True,0.389,Completed
TXN-00000102,ACC-51692,Payment,23942.67,USD,Travel,2025-11-14 21:29:17.733196,True,0.096,Pending
TXN-00000103,ACC-44455,Payment,48683.0,USD,Restaurant,2025-08-27 21:29:17.733201,False,0.895,Completed
TXN-00000104,ACC-51110,Payment,13946.35,USD,Utilities,2025-11-04 21:29:17.733205,False,0.179,Completed
TXN-00000105,ACC-75699,Payment,35356.41,EUR,Restaurant,2025-10-13 21:29:17.733210,False,0.382,Completed
TXN-00000106,ACC-56896,Payment,29823.5,EUR,Retail,2025-08-08 21:29:17.733214,False,0.505,Completed
TXN-00000107,ACC-55947,Payment,30979.56,USD,Travel,2025-08-05 21:29:17.733218,False,0.506,Completed
TXN-00000108,ACC-40586,Withdrawal,40324.63,EUR,Healthcare,2025-10-26 21:29:17.733222,False,0.638,Pending
TXN-00000109,ACC-19728,Deposit,8350.44,USD,Utilities,2025-10-23 21:29:17.733227,False,0.228,Completed
TXN-00000110,ACC-58130,Withdrawal,42206.88,GBP,Utilities,2026-01-01 21:29:17.733231,False,0.331,Completed
TXN-00000111,ACC-18497,Deposit,5176.28,USD,Utilities,2025-12-20 21:29:17.733235,False,0.351,Completed
TXN-00000112,ACC-28096,Payment,33238.19,USD,Travel,2025-12-13 21:29:17.733239,False,0.281,Completed
TXN-00000113,ACC-27554,Withdrawal,10366.62,USD,Healthcare,2025-12-20 21:29:17.733244,False,0.993,Completed
TXN-00000114,ACC-73299,Withdrawal,32110.41,GBP,Healthcare,2025-09-12 21:29:17.733248,True,0.86,Completed
TXN-00000115,ACC-50021,Deposit,5777.53,JPY,Travel,2025-11-28 21:29:17.733252,True,0.846,Completed
TXN-00000116,ACC-51143,Withdrawal,35482.17,GBP,Travel,2025-11-23 21:29:17.733256,False,0.384,Failed
TXN-00000117,ACC-68717,Deposit,16101.18,USD,Restaurant,2025-10-04 21:29:17.733260,False,0.551,Completed
TXN-00000118,ACC-39965,Payment,33260.55,JPY,Retail,2025-11-17 21:29:17.733264,True,0.065,Completed
TXN-00000119,ACC-16123,Deposit,27375.42,EUR,Travel,2025-12-22 21:29:17.733268,False,0.184,Completed
TXN-00000120,ACC-40292,Transfer,11240.9,GBP,Online,2025-08-05 21:29:17.733272,False,0.982,Completed
TXN-00000121,ACC-68880,Payment,26588.04,USD,Healthcare,2025-07-22 21:29:17.733276,False,0.424,Completed
TXN-00000122,ACC-53905,Deposit,7959.7,USD,Healthcare,2025-09-06 21:29:17.733281,False,0.482,Completed
TXN-00000123,ACC-35426,Payment,49615.26,USD,Utilities,2025-08-11 21:29:17.733285,False,0.558,Completed
TXN-00000124,ACC-60113,Payment,29821.59,JPY,Travel,2025-11-16 21:29:17.733289,False,0.89,Completed
TXN-00000125,ACC-34797,Deposit,25537.58,USD,Healthcare,2025-09-27 21:29:17.733293,True,0.891,Completed
TXN-00000126,ACC-28566,Withdrawal,45928.32,GBP,Entertainment,2025-08-31 21:29:17.733297,False,0.758,Completed
TXN-00000127,ACC-24232,Withdrawal,15018.57,USD,Online,2025-12-08 21:29:17.733301,False,0.569,Pending
TXN-00000128,ACC-31063,Payment,11417.69,EUR,Online,2025-09-03 21:29:17.733306,True,0.545,Completed
TXN-00000129,ACC-51019,Withdrawal,31829.95,GBP,Utilities,2025-12-16 21:29:17.733310,True,0.557,Completed
TXN-00000130,ACC-95682,Transfer,45377.12,USD,Utilities,2025-08-21 21:29:17.733314,False,0.809,Completed
TXN-00000131,ACC-44827,Payment,32496.61,USD,Utilities,2025-10-05 21:29:17.733318,False,0.993,Completed
TXN-00000132,ACC-51167,Deposit,1099.78,USD,Retail,2025-07-20 21:29:17.733323,False,0.184,Completed
TXN-00000133,ACC-86547,Transfer,43131.97,USD,Restaurant,2025-11-22 21:29:17.733326,False,0.879,Completed
TXN-00000134,ACC-17872,Payment,14875.72,GBP,Retail,2025-12-26 21:29:17.733330,True,0.721,Completed
TXN-00000135,ACC-33648,Payment,43457.91,GBP,Restaurant,2025-10-23 21:29:17.733334,False,0.379,Completed
TXN-00000136,ACC-37675,Payment,49077.35,EUR,Online,2025-11-26 21:29:17.733338,False,0.274,Completed
TXN-00000137,ACC-92534,Withdrawal,32569.85,USD,Online,2026-01-08 21:29:17.733342,True,0.104,Completed
TXN-00000138,ACC-22901,Deposit,14040.48,USD,Travel,2025-10-15 21:29:17.733346,False,0.159,Completed
TXN-00000139,ACC-31002,Transfer,11299.94,USD,Travel,2025-08-31 21:29:17.733350,False,0.568,Completed
TXN-00000140,ACC-57210,Deposit,35228.38,GBP,Retail,2026-01-04 21:29:17.733354,False,0.109,Completed
TXN-00000141,ACC-11692,Payment,2697.79,USD,Online,2025-08-02 21:29:17.733358,False,0.675,Pending
TXN-00000142,ACC-54217,Deposit,32511.96,GBP,Travel,2025-08-30 21:29:17.733362,False,0.554,Completed
TXN-00000143,ACC-10068,Transfer,15468.81,USD,Restaurant,2025-11-26 21:29:17.733366,False,0.515,Completed
TXN-00000144,ACC-28966,Transfer,144.18,USD,Entertainment,2025-09-13 21:29:17.733370,False,0.328,Completed
TXN-00000145,ACC-37514,Transfer,31679.66,JPY,Travel,2025-11-14 21:29:17.733374,True,0.618,Pending
TXN-00000146,ACC-12175,Transfer,29100.89,JPY,Restaurant,2025-10-07 21:29:17.733377,False,0.102,Completed
TXN-00000147,ACC-12158,Payment,26443.74,EUR,Online,2025-10-11 21:29:17.733381,False,0.702,Pending
TXN-00000148,ACC-61963,Transfer,12441.13,USD,Healthcare,2025-09-27 21:29:17.733385,False,0.896,Completed
TXN-00000149,ACC-68189,Payment,45733.28,EUR,Restaurant,2025-10-26 21:29:17.733389,False,0.68,Pending
TXN-00000150,ACC-25874,Payment,1613.91,JPY,Entertainment,2025-11-13 21:29:17.733394,False,0.819,Completed
TXN-00000151,ACC-13247,Deposit,5540.77,USD,Entertainment,2025-08-25 21:29:17.733397,False,0.207,Pending
TXN-00000152,ACC-16654,Deposit,19431.81,USD,Entertainment,2025-12-11 21:29:17.733401,False,0.364,Pending
TXN-00000153,ACC-53840,Deposit,19445.66,JPY,Retail,2025-11-27 21:29:17.733405,True,0.87,Completed
TXN-00000154,ACC-98436,Withdrawal,6408.78,EUR,Travel,2025-10-05 21:29:17.733409,True,0.269,Completed
TXN-00000155,ACC-67044,Deposit,49161.35,EUR,Travel,2025-08-31 21:29:17.733413,True,0.607,Completed
TXN-00000156,ACC-69963,Deposit,49371.02,GBP,Entertainment,2026-01-09 21:29:17.733417,False,0.584,Completed
TXN-00000157,ACC-59595,Withdrawal,38662.52,USD,Travel,2025-09-18 21:29:17.733421,False,0.529,Failed
TXN-00000158,ACC-76632,Transfer,15220.66,JPY,Travel,2025-08-23 21:29:17.733425,False,0.711,Completed
TXN-00000159,ACC-63149,Payment,17062.2,USD,Healthcare,2025-12-19 21:29:17.733429,False,0.68,Completed
TXN-00000160,ACC-56333,Withdrawal,44594.53,GBP,Online,2025-12-16 21:29:17.733433,True,0.486,Completed
TXN-00000161,ACC-76536,Withdrawal,382.14,EUR,Restaurant,2025-08-12 21:29:17.733437,False,0.713,Completed
TXN-00000162,ACC-24855,Withdrawal,7783.24,USD,Healthcare,2025-12-03 21:29:17.733441,False,0.584,Completed
TXN-00000163,ACC-40907,Withdrawal,13961.53,USD,Restaurant,2025-11-29 21:29:17.733444,True,0.909,Completed
TXN-00000164,ACC-32323,Withdrawal,49931.32,EUR,Entertainment,2025-11-01 21:29:17.733448,False,0.696,Completed
TXN-00000165,ACC-60026,Deposit,2276.43,USD,Restaurant,2025-09-01 21:29:17.733452,False,0.528,Completed
TXN-00000166,ACC-19407,Transfer,32431.92,USD,Retail,2025-10-14 21:29:17.733456,False,0.328,Completed
TXN-00000167,ACC-65588,Deposit,40479.88,USD,Utilities,2025-12-25 21:29:17.733460,False,0.586,Completed
TXN-00000168,ACC-75603,Payment,5218.73,GBP,Retail,2025-12-01 21:29:17.733464,True,0.941,Completed
TXN-00000169,ACC-61487,Payment,6200.75,EUR,Online,2025-10-08 21:29:17.733468,False,0.978,Completed
TXN-00000170,ACC-94725,Deposit,14041.41,USD,Healthcare,2025-10-13 21:29:17.733472,False,0.251,Completed
TXN-00000171,ACC-90378,Deposit,29387.15,GBP,Entertainment,2025-09-23 21:29:17.733476,False,0.191,Completed
TXN-00000172,ACC-86810,Payment,12297.57,JPY,Utilities,2025-11-21 21:29:17.733480,False,0.739,Completed
TXN-00000173,ACC-14858,Payment,25270.7,JPY,Travel,2025-07-29 21:29:17.733484,False,0.884,Completed
TXN-00000174,ACC-82388,Payment,9439.83,USD,Retail,2026-01-12 21:29:17.733488,True,0.911,Completed
TXN-00000175,ACC-88026,Transfer,37576.7,JPY,Entertainment,2025-11-09 21:29:17.733492,False,0.521,Completed
TXN-00000176,ACC-75309,Withdrawal,20237.15,USD,Utilities,2025-08-22 21:29:17.733496,True,0.446,Failed
TXN-00000177,ACC-52188,Deposit,10423.99,USD,Healthcare,2025-10-12 21:29:17.733500,True,0.603,Completed
TXN-00000178,ACC-35528,Withdrawal,39867.63,EUR,Retail,2025-11-01 21:29:17.733504,False,0.436,Completed
TXN-00000179,ACC-66728,Withdrawal,12019.76,USD,Entertainment,2025-12-13 21:29:17.733508,False,0.634,Completed
TXN-00000180,ACC-98277,Payment,25978.26,EUR,Utilities,2025-11-24 21:29:17.733512,False,0.518,Completed
TXN-00000181,ACC-45355,Deposit,1836.24,USD,Utilities,2025-08-17 21:29:17.733516,True,0.44,Completed
TXN-00000182,ACC-20333,Withdrawal,15528.61,USD,Utilities,2025-12-30 21:29:17.733519,False,0.137,Completed
TXN-00000183,ACC-35920,Transfer,8664.87,EUR,Retail,2025-12-07 21:29:17.733523,False,0.748,Completed
TXN-00000184,ACC-34658,Deposit,12791.47,USD,Healthcare,2025-11-15 21:29:17.733527,True,0.457,Completed
TXN-00000185,ACC-84279,Deposit,49297.31,JPY,Healthcare,2025-09-27 21:29:17.733531,False,0.523,Completed
TXN-00000186,ACC-66176,Payment,18511.83,GBP,Travel,2025-11-29 21:29:17.733535,False,0.026,Completed
TXN-00000187,ACC-19369,Payment,7461.1,GBP,Restaurant,2025-09-07 21:29:17.733539,False,0.808,Completed
TXN-00000188,ACC-72354,Transfer,49382.99,EUR,Restaurant,2025-12-02 21:29:17.733543,False,0.277,Completed
TXN-00000189,ACC-62340,Withdrawal,15005.54,USD,Healthcare,2025-12-15 21:29:17.733547,False,0.662,Completed
TXN-00000190,ACC-91353,Withdrawal,37092.23,USD,Entertainment,2025-11-30 21:29:17.733551,False,0.322,Completed
TXN-00000191,ACC-56959,Transfer,44261.0,EUR,Utilities,2026-01-05 21:29:17.733559,False,0.683,Completed
TXN-00000192,ACC-71280,Deposit,17627.94,USD,Entertainment,2025-10-02 21:29:17.733563,False,0.978,Completed
TXN-00000193,ACC-60750,Deposit,32259.13,USD,Entertainment,2025-11-20 21:29:17.733567,True,0.924,Completed
TXN-00000194,ACC-75066,Transfer,2659.73,USD,Entertainment,2025-08-15 21:29:17.733571,False,0.356,Completed
TXN-00000195,ACC-34128,Deposit,19681.3,GBP,Travel,2025-12-04 21:29:17.733575,False,0.02,Completed
TXN-00000196,ACC-82829,Deposit,44787.59,USD,Online,2025-08-31 21:29:17.733579,False,0.227,Completed
TXN-00000197,ACC-92216,Withdrawal,40069.25,USD,Utilities,2025-10-04 21:29:17.733583,False,0.306,Completed
TXN-00000198,ACC-18148,Withdrawal,12229.62,EUR,Entertainment,2026-01-03 21:29:17.733587,False,0.196,Completed
TXN-00000199,ACC-72612,Withdrawal,936.8,USD,Retail,2025-08-10 21:29:17.733591,False,0.886,Pending
TXN-00000200,ACC-46563,Deposit,30940.83,USD,Entertainment,2025-12-19 21:29:17.733595,True,0.309,Pending
TXN-00000201,ACC-18809,Payment,6002.13,GBP,Healthcare,2025-07-30 21:29:17.733598,False,0.375,Completed
TXN-00000202,ACC-66162,Deposit,40731.14,USD,Retail,2026-01-04 21:29:17.733603,False,0.263,Completed
TXN-00000203,ACC-93190,Withdrawal,23317.45,JPY,Online,2025-11-07 21:29:17.733607,False,0.519,Completed
TXN-00000204,ACC-47589,Withdrawal,19873.52,EUR,Restaurant,2025-12-10 21:29:17.733611,False,0.588,Completed
TXN-00000205,ACC-36785,Payment,12364.92,USD,Entertainment,2025-11-21 21:29:17.733615,True,0.888,Completed
TXN-00000206,ACC-17209,Deposit,27466.84,GBP,Healthcare,2025-10-05 21:29:17.733619,False,0.695,Completed
TXN-00000207,ACC-52469,Payment,41002.74,USD,Travel,2025-12-21 21:29:17.733623,False,0.474,Pending
TXN-00000208,ACC-15933,Payment,23590.02,USD,Retail,2025-08-13 21:29:17.733626,False,0.335,Completed
TXN-00000209,ACC-97034,Deposit,4865.78,EUR,Travel,2025-09-26 21:29:17.733630,False,0.0,Completed
TXN-00000210,ACC-41132,Payment,27863.25,USD,Utilities,2025-12-18 21:29:17.733634,False,0.597,Completed
TXN-00000211,ACC-75875,Withdrawal,16347.75,JPY,Entertainment,2025-09-30 21:29:17.733638,False,0.124,Completed
TXN-00000212,ACC-14377,Payment,25826.27,EUR,Restaurant,2025-11-16 21:29:17.733642,True,0.67,Completed
TXN-00000213,ACC-29358,Withdrawal,4309.7,USD,Healthcare,2025-08-09 21:29:17.733646,False,0.894,Completed
TXN-00000214,ACC-24788,Deposit,3728.56,GBP,Travel,2025-08-07 21:29:17.733650,True,0.41,Completed
TXN-00000215,ACC-57333,Withdrawal,36761.68,USD,Retail,2025-09-23 21:29:17.733654,False,0.308,Pending
TXN-00000216,ACC-86456,Withdrawal,24436.04,JPY,Utilities,2025-09-12 21:29:17.733658,False,0.525,Completed
TXN-00000217,ACC-27475,Deposit,20378.43,EUR,Retail,2025-12-19 21:29:17.733662,False,0.284,Completed
TXN-00000218,ACC-11957,Withdrawal,47698.92,JPY,Utilities,2025-10-13 21:29:17.733666,False,0.111,Completed
TXN-00000219,ACC-76938,Withdrawal,9645.64,USD,Healthcare,2025-07-28 21:29:17.733669,False,0.785,Pending
TXN-00000220,ACC-78389,Transfer,45289.66,GBP,Retail,2025-10-22 21:29:17.733673,False,0.263,Completed
TXN-00000221,ACC-10072,Deposit,41641.85,USD,Retail,2025-12-21 21:29:17.733677,False,0.087,Failed
TXN-00000222,ACC-80115,Transfer,26511.93,USD,Travel,2025-10-05 21:29:17.733681,False,0.208,Completed
TXN-00000223,ACC-86705,Withdrawal,22596.33,USD,Retail,2025-08-05 21:29:17.733685,True,0.334,Pending
TXN-00000224,ACC-48168,Deposit,6237.71,GBP,Online,2025-09-07 21:29:17.733689,False,0.747,Completed
TXN-00000225,ACC-61667,Transfer,18548.25,JPY,Healthcare,2025-09-09 21:29:17.733693,False,0.962,Completed
TXN-00000226,ACC-14378,Payment,27067.64,USD,Online,2025-07-20 21:29:17.733697,False,0.288,Pending
TXN-00000227,ACC-53745,Deposit,17656.41,GBP,Online,2025-08-17 21:29:17.733701,False,0.775,Completed
TXN-00000228,ACC-91645,Deposit,45893.35,JPY,Retail,2025-10-19 21:29:17.733704,False,0.146,Completed
TXN-00000229,ACC-45410,Transfer,2259.24,EUR,Travel,2025-08-14 21:29:17.733708,False,0.978,Completed
TXN-00000230,ACC-13381,Payment,15095.29,USD,Online,2025-10-04 21:29:17.733712,False,0.196,Completed
TXN-00000231,ACC-85257,Withdrawal,46513.5,JPY,Travel,2025-10-25 21:29:17.733716,True,0.658,Completed
TXN-00000232,ACC-74107,Withdrawal,4094.89,JPY,Online,2025-08-10 21:29:17.733720,False,0.005,Completed
TXN-00000233,ACC-96904,Deposit,23299.08,USD,Retail,2025-09-25 21:29:17.733724,False,0.807,Completed
